TIME_UNIX,DATE_STR,HOUR_STR,OPEN_PRICE,HIGH_PRICE,CLOSE_PRICE,LOW_PRICE,VOLUME_FROM,VOLUME_TO
1747612800,2025-05-19,00,106488.62,107117.46,105270.3,105175.97,2166.76,229983577.05
1747616400,2025-05-19,01,105270.3,105407.77,105082.57,104760.59,1061.04,111480080.69
1747620000,2025-05-19,02,105082.57,105178.78,104653.28,104585.9,851.61,89251384.04
1747623600,2025-05-19,03,104653.28,104653.29,103624.57,103567.82,1127.65,117351460.79
1747627200,2025-05-19,04,103624.57,103780.78,103017.38,102806.93,1300.42,134281963.28
1747630800,2025-05-19,05,103017.38,103124.37,103052.73,102585.44,723.71,74467720.37
1747634400,2025-05-19,06,103052.73,103194.56,102240.61,102104.37,894.26,91757941.08
1747638000,2025-05-19,07,102240.61,103362,103259.75,102222.17,459,47223973.2
1747641600,2025-05-19,08,103259.75,103375.17,103252.52,102968.98,264.07,27251747.51
1747645200,2025-05-19,09,103252.52,103408.67,103093.81,103033.02,422.82,43643561.54
1747648800,2025-05-19,10,103093.81,103106.01,102961.31,102876.84,296.46,30533674.84
1747652400,2025-05-19,11,102961.31,103083.13,102995.92,102813.5,248.94,25640053.51
1747656000,2025-05-19,12,102995.92,102995.97,102475.48,102175.96,764.18,78336596.19
1747659600,2025-05-19,13,102475.48,103552.3,103326.4,102343.53,1511.57,155680832.39
1747663200,2025-05-19,14,103326.4,104410.65,104354.14,103229.54,2072.66,215109725.09
1747666800,2025-05-19,15,104354.14,104996.08,104823.69,104314.96,1808.36,189349086.56
1747670400,2025-05-19,16,104823.69,105453.73,105390.61,104536.22,1498.75,157251113.27
1747674000,2025-05-19,17,105390.61,105569.06,105401.1,104968.68,1489.83,156908647.8
1747677600,2025-05-19,18,105401.1,105569.56,104801.6,104733.48,1158.74,121796672.83
1747681200,2025-05-19,19,104801.6,105588.89,105557.04,104668.9,1402.55,147524799.27
1747684800,2025-05-19,20,105557.04,105824.3,105498.59,105368.56,836.76,88361135.68
1747688400,2025-05-19,21,105498.59,105540.68,105489.23,105063.29,507.71,53455168.75
1747692000,2025-05-19,22,105489.23,105681.68,105589.67,105218.52,490.54,51733386.96
1747695600,2025-05-19,23,105589.67,105852.27,105503.42,105502.01,241.92,25572096.1
