TIME_UNIX,DATE_STR,HOUR_STR,OPEN_PRICE,HIGH_PRICE,CLOSE_PRICE,LOW_PRICE,VOLUME_FROM,VOLUME_TO
1747267200,2025-05-15,00,103543.76,103893.85,103830.77,103523.83,291.69,30264735.21
1747270800,2025-05-15,01,103830.77,103830.8,103066.87,103000.79,756.19,78216229.17
1747274400,2025-05-15,02,103066.87,103234.1,103070.18,102935.08,465.97,48035659.54
1747278000,2025-05-15,03,103070.18,103156.66,102784.47,102746.89,384.38,39559581.36
1747281600,2025-05-15,04,102784.47,102976.38,102909.88,102733.43,195.88,20146138.94
1747285200,2025-05-15,05,102909.88,102943.05,102393.83,102358.09,345.1,35394863.86
1747288800,2025-05-15,06,102393.83,102705.91,102280.39,102178.04,348.58,35692768.3
1747292400,2025-05-15,07,102280.39,102467.36,101807.48,101751.13,453.42,46260863.68
1747296000,2025-05-15,08,101807.48,102349.77,102298.14,101785.75,348.54,35594955.02
1747299600,2025-05-15,09,102298.14,102300.79,101839.57,101541.87,411.69,41940139.45
1747303200,2025-05-15,10,101839.57,101947.99,101836.5,101627.49,243.73,24805414.52
1747306800,2025-05-15,11,101836.5,102456.4,102398.58,101810.49,394.35,40292217.9
1747310400,2025-05-15,12,102398.58,102863.27,102583.64,102302.29,882.13,90487775.92
1747314000,2025-05-15,13,102583.64,102817.25,102160.57,101597.02,1417.88,144960427.71
1747317600,2025-05-15,14,102160.57,102423.41,101993.8,101407.14,1758.45,179240975.72
1747321200,2025-05-15,15,101993.8,103315.2,103289.73,101942.02,1641.95,168473121.47
1747324800,2025-05-15,16,103289.73,103864.46,103861.12,103050.55,1482.85,153309347.28
1747328400,2025-05-15,17,103861.12,104197.65,103991.76,103676.51,1100.19,114350836.86
1747332000,2025-05-15,18,103991.76,104034.39,102713.24,102667.34,939.45,97194028.93
1747335600,2025-05-15,19,102713.24,103250.21,103181.58,102578.49,1517.23,156289272.94
1747339200,2025-05-15,20,103181.58,103508.32,103464.9,102923.86,860.64,88875931.89
1747342800,2025-05-15,21,103464.9,103465,103313.76,102739.08,441.4,45515995.89
1747346400,2025-05-15,22,103313.76,103998.01,103526.09,103271.58,609.44,63186181.84
1747350000,2025-05-15,23,103526.09,103912.68,103787.64,103265.53,576.38,59710552.71
