TIME_UNIX,DATE_STR,HOUR_STR,OPEN_PRICE,HIGH_PRICE,CLOSE_PRICE,LOW_PRICE,VOLUME_FROM,VOLUME_TO
1747440000,2025-05-17,00,103499.6,103569.6,103388.02,103141.31,488.11,50440671.96
1747443600,2025-05-17,01,103388.02,103388.09,102859.21,102642.39,669.72,68915256.62
1747447200,2025-05-17,02,102859.21,103372.51,103300.94,102779.28,354.89,36593117.55
1747450800,2025-05-17,03,103300.94,103602.02,103533.62,103194.16,214.89,22216342.03
1747454400,2025-05-17,04,103533.62,103682.73,103673.88,103492.07,148.3,15361635.69
1747458000,2025-05-17,05,103673.88,103729.29,103374.34,103359.19,78.43,8120325.51
1747461600,2025-05-17,06,103374.34,103521.91,103507.47,103316.18,135.83,14049537.87
1747465200,2025-05-17,07,103507.47,103650.19,103473.6,103453.32,133.56,13823690.57
1747468800,2025-05-17,08,103473.6,103585.88,103450.78,103156.54,227.61,23534523.22
1747472400,2025-05-17,09,103450.78,103569.49,102933.95,102862.08,287.45,29634918.35
1747476000,2025-05-17,10,102933.95,103073.54,102906.61,102852.72,179.02,18427104.63
1747479600,2025-05-17,11,102906.61,103126.71,103021.58,102792.2,139.82,14391454.26
1747483200,2025-05-17,12,103021.58,103085.89,102963.07,102918.43,207.48,21370132.91
1747486800,2025-05-17,13,102963.07,103128.58,102740.31,102681.69,246.85,25397900.32
1747490400,2025-05-17,14,102740.31,103204.14,103162.81,102735.07,276.24,28454770.7
1747494000,2025-05-17,15,103162.81,103205.12,102980.84,102977.22,179.84,18539529.59
1747497600,2025-05-17,16,102980.84,103131.67,102971.89,102803.48,244.7,25190526.78
1747501200,2025-05-17,17,102971.89,103330.62,103167.17,102962.22,207.36,21397015.18
1747504800,2025-05-17,18,103167.17,103386.71,103033.87,103014.44,386.6,39895203.19
1747508400,2025-05-17,19,103033.87,103230.32,103198.42,102970.77,121.78,12558157.61
1747512000,2025-05-17,20,103198.42,103460.59,103414.37,103124.78,245.83,25382692.66
1747515600,2025-05-17,21,103414.37,103508.62,103281.78,103170.83,253.23,26162492.37
1747519200,2025-05-17,22,103281.78,103292.79,103078.61,102948.93,240.93,24834766.78
1747522800,2025-05-17,23,103078.61,103238.29,103197.26,102995.64,115.43,11902363.03
