time,date,hour,open,high,close,low,volumefrom,volumeto
1589832000,2020-05-18,20,9697.25,9708.95,9679.67,9648.91,939.29,9087443.29
1589835600,2020-05-18,21,9679.67,9716.32,9683.64,9674.06,972.62,9431902.93
1589839200,2020-05-18,22,9683.64,9741.22,9714.91,9667.51,1537.06,14931617.84
1589842800,2020-05-18,23,9714.91,9746.03,9722.73,9697.11,1681.51,16353189.64
1589846400,2020-05-19,0,9722.73,9734.4,9632.35,9571.98,3587.86,34541885.45
1589850000,2020-05-19,1,9632.35,9658.59,9646.47,9624.63,828.52,7987636.47
1589853600,2020-05-19,2,9646.47,9649.31,9603.88,9533.22,3391.11,32485837.39
1589857200,2020-05-19,3,9603.88,9622.64,9525.01,9487.28,2826.5,26989029.21
1589860800,2020-05-19,4,9525.01,9563.52,9522.54,9471.96,2684.24,25562234.04
1589864400,2020-05-19,5,9522.54,9595.77,9595.25,9519.3,1518.9,14511499.55
1589868000,2020-05-19,6,9595.25,9610.47,9579.54,9576.58,933.26,8956220.09
1589871600,2020-05-19,7,9579.54,9612.7,9562.89,9553.77,1038.77,9953865.44
1589875200,2020-05-19,8,9562.89,9814.78,9800.33,9562.62,7756.26,75650893.97
1589878800,2020-05-19,9,9800.33,9808.79,9781.42,9763.48,2343.3,22923898.23
1589882400,2020-05-19,10,9781.42,9800.49,9782.2,9756.08,1831.88,17917644.42
1589886000,2020-05-19,11,9782.2,9890.69,9734.17,9698.57,5844.63,57351450.36
1589889600,2020-05-19,12,9734.17,9749.27,9614.99,9571.68,6755.46,65106618.78
1589893200,2020-05-19,13,9614.99,9679.35,9664.15,9595.02,3405.25,32820135.94
1589896800,2020-05-19,14,9664.15,9724.66,9694.95,9663.75,2192.45,21260647.68
1589900400,2020-05-19,15,9694.95,9727.8,9683.68,9646.22,2021.24,19582811.53
1589904000,2020-05-19,16,9683.68,9727.09,9695.29,9666.8,1466.13,14221693.14
1589907600,2020-05-19,17,9695.29,9713.22,9659.32,9629.9,1705.29,16483618.09
1589911200,2020-05-19,18,9659.32,9716.49,9698.82,9652.99,1180.69,11445079.06
1589914800,2020-05-19,19,9698.82,9715.78,9643.03,9640.6,1706.6,16520009.59
1589918400,2020-05-19,20,9643.03,9693.2,9689.38,9623.68,1299.16,12547106.97
1589922000,2020-05-19,21,9689.38,9699.33,9684.16,9666.57,843.15,8166118.63
1589925600,2020-05-19,22,9684.16,9766.93,9753.78,9656.55,1705.69,16588619.32
1589929200,2020-05-19,23,9753.78,9792.86,9780.2,9712.23,1854.34,18085466.46
1589932800,2020-05-20,0,9780.2,9798.65,9741.02,9733.03,2192.35,21410458.7
1589936400,2020-05-20,1,9741.02,9764.62,9743.8,9735.11,1009.05,9837013.87
1589940000,2020-05-20,2,9743.8,9746.57,9729.11,9709.85,1169.27,11368173.08
1589943600,2020-05-20,3,9729.11,9768.95,9721.05,9716.09,1016.68,9903688.28
1589947200,2020-05-20,4,9721.05,9746.44,9730.18,9701.19,959.79,9327938.18
1589950800,2020-05-20,5,9730.18,9746.56,9745.98,9716.56,615.82,5992090.37
1589954400,2020-05-20,6,9745.98,9832.94,9716.36,9664.25,4448.98,43373379.83
1589958000,2020-05-20,7,9716.36,9778.52,9761.77,9704.27,1725.92,16833630.05
1589961600,2020-05-20,8,9761.77,9789.59,9778.01,9741.98,1416.1,13832597.4
1589965200,2020-05-20,9,9778.01,9791.51,9785.49,9746.21,955.36,9331635.37
1589968800,2020-05-20,10,9785.49,9800.56,9771.25,9728.55,1352.88,13207771.32
1589972400,2020-05-20,11,9771.25,9775.89,9720.55,9713.64,949.74,9254262.24
1589976000,2020-05-20,12,9720.55,9778.53,9763.33,9717.78,1236.6,12059747.0
1589979600,2020-05-20,13,9763.33,9788.11,9782.17,9745.34,1192.39,11651111.87
1589983200,2020-05-20,14,9782.17,9795.03,9768.96,9763.66,1311.93,12823406.45
1589986800,2020-05-20,15,9768.96,9768.96,9406.28,9323.82,17985.94,171290421.55
1589990400,2020-05-20,16,9406.28,9516.32,9487.06,9349.46,7633.53,72210042.49
1589994000,2020-05-20,17,9487.06,9541.19,9535.87,9447.41,3204.39,30457373.66
1589997600,2020-05-20,18,9535.87,9538.88,9532.04,9503.98,1573.17,14988206.11
1590001200,2020-05-20,19,9532.04,9537.09,9532.85,9486.7,2416.5,22981939.8
1590004800,2020-05-20,20,9532.85,9597.44,9588.68,9516.19,2274.51,21750356.45
1590008400,2020-05-20,21,9588.68,9589.51,9549.92,9541.3,1307.56,12510596.27
1590012000,2020-05-20,22,9549.92,9568.56,9520.78,9502.75,1494.86,14260637.42
1590015600,2020-05-20,23,9520.78,9541.98,9509.45,9448.13,2449.49,23262240.3
1590019200,2020-05-21,0,9509.45,9566.81,9553.67,9481.46,1362.18,12986632.32
1590022800,2020-05-21,1,9553.67,9556.15,9509.44,9504.27,846.01,8063713.0
1590026400,2020-05-21,2,9509.44,9522.61,9465.76,9458.14,1260.51,11968344.12
1590030000,2020-05-21,3,9465.76,9490.49,9467.86,9447.87,1646.07,15583511.12
1590033600,2020-05-21,4,9467.86,9485.55,9473.97,9424.96,1722.26,16287621.24
1590037200,2020-05-21,5,9473.97,9508.62,9494.31,9473.96,967.84,9193222.99
1590040800,2020-05-21,6,9494.31,9521.41,9480.82,9480.67,968.63,9203317.65
1590044400,2020-05-21,7,9480.82,9485.06,9444.11,9440.99,1304.46,12345778.84
1590048000,2020-05-21,8,9444.11,9488.98,9369.86,9272.23,5558.72,52087290.43
1590051600,2020-05-21,9,9369.86,9421.86,9295.09,9293.36,4475.29,41854108.61
1590055200,2020-05-21,10,9295.09,9364.07,9362.37,9232.77,3279.78,30513383.15
1590058800,2020-05-21,11,9362.37,9376.54,9371.93,9331.45,1121.31,10499023.16
1590062400,2020-05-21,12,9371.93,9381.27,9347.01,9316.95,1436.87,13437678.13
1590066000,2020-05-21,13,9347.01,9377.29,9288.35,9253.5,2470.01,23020068.03
1590069600,2020-05-21,14,9288.35,9307.81,9072.33,8956.02,18253.28,166341095.16
1590073200,2020-05-21,15,9072.33,9137.57,9083.48,9050.57,5909.16,53718995.76
1590076800,2020-05-21,16,9083.48,9125.07,9075.18,9044.74,3571.54,32432183.3
1590080400,2020-05-21,17,9075.18,9092.56,8994.84,8971.49,4071.45,36803763.26
1590084000,2020-05-21,18,8994.84,8997.69,8834.48,8811.54,10274.1,91456545.43
1590087600,2020-05-21,19,8834.48,9094.34,9059.34,8814.64,7049.42,63393348.8
1590091200,2020-05-21,20,9059.34,9082.17,9060.92,9009.13,1967.52,17800216.42
1590094800,2020-05-21,21,9060.92,9145.71,9101.83,9050.63,2632.58,23981372.38
1590098400,2020-05-21,22,9101.83,9155.52,9116.55,9101.69,2559.82,23369365.22
1590102000,2020-05-21,23,9116.55,9125.14,9059.11,9031.86,2408.17,21878203.43
1590105600,2020-05-22,0,9059.11,9062.12,9022.28,8970.06,2910.15,26244444.95
1590109200,2020-05-22,1,9022.28,9123.61,9083.8,9020.26,2049.97,18638939.38
1590112800,2020-05-22,2,9083.8,9116.95,9040.0,9040.0,1116.65,10159097.95
1590116400,2020-05-22,3,9040.0,9062.68,8981.83,8959.07,2089.34,18838442.43
1590120000,2020-05-22,4,8981.83,9024.92,8987.43,8936.82,2438.39,21911884.74
1590123600,2020-05-22,5,8987.43,9062.09,9037.06,8959.1,1799.72,16234230.6
1590127200,2020-05-22,6,9037.06,9094.49,9087.86,9030.99,1625.37,14749968.04
1590130800,2020-05-22,7,9087.86,9112.88,9075.87,9057.21,2185.75,19878641.93
1590134400,2020-05-22,8,9075.87,9106.69,9084.35,9042.47,1620.32,14702676.54
1590138000,2020-05-22,9,9084.35,9103.78,9101.79,9051.06,961.09,8731314.67
1590141600,2020-05-22,10,9101.79,9186.37,9165.77,9101.71,3031.65,27775012.17
1590145200,2020-05-22,11,9165.77,9186.48,9167.4,9132.05,1668.42,15288949.68
1590148800,2020-05-22,12,9167.4,9197.86,9172.37,9145.53,1776.73,16307336.39
1590152400,2020-05-22,13,9172.37,9176.13,9110.47,9088.03,2040.9,18637663.58
1590156000,2020-05-22,14,9110.47,9168.36,9134.88,9110.47,1306.5,11953221.9
1590159600,2020-05-22,15,9134.88,9221.48,9221.34,9134.06,2637.28,24239153.55
1590163200,2020-05-22,16,9221.34,9249.38,9245.81,9192.04,2877.61,26501857.4
1590166800,2020-05-22,17,9245.81,9265.04,9199.25,9184.42,3111.96,28720774.69
1590170400,2020-05-22,18,9199.25,9226.68,9203.08,9181.08,1343.95,12374718.42
1590174000,2020-05-22,19,9203.08,9223.94,9174.65,9148.73,1856.2,17052462.23
1590177600,2020-05-22,20,9174.65,9210.53,9185.57,9137.62,1549.3,14216385.39
1590181200,2020-05-22,21,9185.57,9206.48,9204.3,9170.49,784.78,7221923.75
1590184800,2020-05-22,22,9204.3,9217.09,9199.8,9180.82,784.45,7225490.55
1590188400,2020-05-22,23,9199.8,9200.53,9170.74,9140.14,834.42,7651109.39
1590192000,2020-05-23,0,9170.74,9259.0,9252.34,9170.42,1491.66,13755622.05
1590195600,2020-05-23,1,9252.34,9275.21,9240.04,9232.23,1305.85,12096774.05
1590199200,2020-05-23,2,9240.04,9298.6,9281.71,9239.98,1253.21,11633665.8
1590202800,2020-05-23,3,9281.71,9311.34,9293.48,9280.47,1230.35,11450386.03
1590206400,2020-05-23,4,9293.48,9306.37,9260.97,9249.52,817.48,7590345.84
1590210000,2020-05-23,5,9260.97,9275.5,9265.77,9245.36,687.96,6382566.66
1590213600,2020-05-23,6,9265.77,9266.13,9247.33,9220.34,860.22,7959321.97
1590217200,2020-05-23,7,9247.33,9274.08,9262.19,9232.1,813.33,7533931.09
1590220800,2020-05-23,8,9262.19,9262.25,9201.66,9170.3,1373.46,12644547.0
1590224400,2020-05-23,9,9201.66,9206.15,9144.91,9121.6,1171.72,10743843.42
1590228000,2020-05-23,10,9144.91,9154.43,9147.99,9105.23,1537.38,14035185.66
1590231600,2020-05-23,11,9147.99,9198.75,9184.88,9141.69,1259.73,11563850.12
1590235200,2020-05-23,12,9184.88,9185.01,9137.61,9101.08,1235.69,11304005.89
1590238800,2020-05-23,13,9137.61,9177.32,9165.02,9121.42,780.52,7148392.77
1590242400,2020-05-23,14,9165.02,9224.46,9204.72,9149.38,977.6,8998781.19
1590246000,2020-05-23,15,9204.72,9216.49,9205.43,9178.24,769.66,7079806.81
1590249600,2020-05-23,16,9205.43,9217.62,9186.4,9149.04,961.03,8828544.44
1590253200,2020-05-23,17,9186.4,9213.16,9180.58,9174.21,561.56,5172508.98
1590256800,2020-05-23,18,9180.58,9212.94,9166.81,9155.76,782.22,7190721.21
1590260400,2020-05-23,19,9166.81,9199.35,9185.58,9133.79,816.04,7500434.28
1590264000,2020-05-23,20,9185.58,9252.38,9239.23,9175.75,1006.11,9281664.21
1590267600,2020-05-23,21,9239.23,9243.87,9229.05,9220.63,624.04,5769790.95
1590271200,2020-05-23,22,9229.05,9250.97,9235.51,9221.82,443.7,4100821.13
1590274800,2020-05-23,23,9235.51,9236.68,9186.19,9161.91,876.15,8054005.85
1590278400,2020-05-24,0,9186.19,9216.05,9202.79,9140.34,1050.06,9636204.85
1590282000,2020-05-24,1,9202.79,9220.03,9177.89,9177.89,584.99,5390463.06
1590285600,2020-05-24,2,9177.89,9234.5,9211.58,9177.89,542.96,5008918.72
1590289200,2020-05-24,3,9211.58,9222.05,9198.95,9185.92,487.56,4491163.67
1590292800,2020-05-24,4,9198.95,9228.34,9197.17,9197.16,323.94,2988314.59
1590296400,2020-05-24,5,9197.17,9224.52,9210.92,9187.63,283.6,2614054.53
1590300000,2020-05-24,6,9210.92,9307.11,9287.76,9210.92,2257.89,20968586.94
1590303600,2020-05-24,7,9287.76,9300.69,9269.17,9257.12,893.84,8299162.53
1590307200,2020-05-24,8,9269.17,9283.56,9274.41,9254.95,633.92,5882217.46
1590310800,2020-05-24,9,9274.41,9305.11,9277.16,9270.48,592.31,5504250.92
1590314400,2020-05-24,10,9277.16,9298.3,9279.93,9262.01,443.36,4123593.39
1590318000,2020-05-24,11,9279.93,9280.71,9125.16,9110.12,3458.03,31717534.2
1590321600,2020-05-24,12,9125.16,9185.2,9165.39,9103.82,1747.27,15977866.75
1590325200,2020-05-24,13,9165.39,9165.59,9101.33,9057.51,2282.2,20757261.47
1590328800,2020-05-24,14,9101.33,9101.83,9083.44,9022.62,2508.5,22717303.9
1590332400,2020-05-24,15,9083.44,9097.29,9070.89,9042.38,1491.82,13539732.2
1590336000,2020-05-24,16,9070.89,9070.89,8943.26,8865.88,7708.51,68859492.67
1590339600,2020-05-24,17,8943.26,8980.26,8943.42,8931.85,2122.05,19007469.41
1590343200,2020-05-24,18,8943.42,8979.08,8947.32,8904.11,2019.42,18100949.13
1590346800,2020-05-24,19,8947.32,9038.63,9018.21,8941.4,1887.19,16995573.32
1590350400,2020-05-24,20,9018.21,9049.53,9008.76,8991.59,1453.18,13121357.3
1590354000,2020-05-24,21,9008.76,9088.14,9057.88,9005.54,1235.3,11194987.71
1590357600,2020-05-24,22,9057.88,9070.08,9042.51,9020.6,1006.04,9100966.28
1590361200,2020-05-24,23,9042.51,9051.19,8718.49,8707.14,8722.67,76755990.47
1590364800,2020-05-25,0,8718.49,8823.45,8814.48,8639.46,6002.23,52576198.49
1590368400,2020-05-25,1,8814.48,8814.83,8794.45,8767.74,1362.39,11985902.41
1590372000,2020-05-25,2,8794.45,8820.91,8799.3,8774.26,1164.82,10263836.45
1590375600,2020-05-25,3,8799.3,8799.49,8787.37,8746.09,2004.92,17571889.38
1590379200,2020-05-25,4,8787.37,8816.9,8813.93,8775.49,788.39,6938271.11
1590382800,2020-05-25,5,8813.93,8820.7,8781.09,8766.92,1139.1,10016318.58
1590386400,2020-05-25,6,8781.09,8812.83,8793.5,8768.02,1412.86,12431530.69
1590390000,2020-05-25,7,8793.5,8873.65,8868.06,8780.28,2117.42,18716461.47
1590393600,2020-05-25,8,8868.06,8879.46,8827.34,8824.13,1549.64,13709505.39
1590397200,2020-05-25,9,8827.34,8876.22,8757.45,8728.11,2814.92,24747809.62
1590400800,2020-05-25,10,8757.45,8799.93,8699.34,8686.66,2250.78,19685247.85
1590404400,2020-05-25,11,8699.34,8766.47,8753.13,8684.68,1747.81,15271199.32
1590408000,2020-05-25,12,8753.13,8786.9,8762.66,8742.4,1954.23,17130046.71
1590411600,2020-05-25,13,8762.66,8829.43,8818.96,8737.98,1874.92,15799577.53
1590415200,2020-05-25,14,8818.96,8857.49,8755.69,8750.38,2824.35,24903232.36
1590418800,2020-05-25,15,8755.69,8801.55,8788.48,8744.59,1477.19,12970998.55
1590422400,2020-05-25,16,8788.48,8847.6,8811.95,8775.85,1482.21,13075520.36
1590426000,2020-05-25,17,8811.95,8919.31,8895.94,8797.64,2380.07,21120483.13
1590429600,2020-05-25,18,8895.94,8912.28,8892.71,8865.86,1583.39,14084874.75
1590433200,2020-05-25,19,8892.71,8977.43,8937.16,8881.12,2388.4,21351052.89
1590436800,2020-05-25,20,8937.16,8949.29,8915.36,8909.78,1009.69,9017865.37
1590440400,2020-05-25,21,8915.36,8926.93,8901.53,8874.86,1146.79,10222906.79
1590444000,2020-05-25,22,8901.53,8925.12,8906.13,8873.89,698.2,6227276.84
1590447600,2020-05-25,23,8906.13,8937.57,8901.48,8895.3,719.58,6423511.93
1590451200,2020-05-26,0,8901.48,8926.95,8858.44,8831.44,1879.66,16674918.24
1590454800,2020-05-26,1,8858.44,8890.72,8883.95,8858.44,822.49,7306597.49
1590458400,2020-05-26,2,8883.95,8914.8,8881.57,8881.54,798.27,7110292.92
1590462000,2020-05-26,3,8881.57,8930.47,8906.21,8872.82,998.47,8896072.21
1590465600,2020-05-26,4,8906.21,8925.8,8909.99,8884.08,882.02,7864735.22
1590469200,2020-05-26,5,8909.99,8939.54,8935.52,8899.51,1109.28,9905484.8
1590472800,2020-05-26,6,8935.52,8937.92,8894.08,8889.45,846.58,7551712.65
1590476400,2020-05-26,7,8894.08,8963.91,8958.3,8869.68,1771.81,15819497.17
1590480000,2020-05-26,8,8958.3,9011.53,8970.81,8946.66,1840.18,16544472.45
1590483600,2020-05-26,9,8970.81,8990.37,8894.17,8887.42,2371.83,21181572.61
1590487200,2020-05-26,10,8894.17,8895.26,8873.41,8847.86,2406.87,21357660.1
1590490800,2020-05-26,11,8873.41,8885.51,8870.83,8845.44,971.47,8628876.36
1590494400,2020-05-26,12,8870.83,8910.41,8818.71,8796.57,3107.29,27482194.91
1590498000,2020-05-26,13,8818.71,8862.22,8817.53,8793.38,2505.79,22121337.14
1590501600,2020-05-26,14,8817.53,8862.0,8819.28,8804.54,2182.8,19289829.11
1590505200,2020-05-26,15,8819.28,8838.75,8732.0,8705.66,3944.0,34563015.31
1590508800,2020-05-26,16,8732.0,8805.69,8789.28,8709.8,2465.53,21629861.61
1590512400,2020-05-26,17,8789.28,8825.67,8811.65,8785.0,1565.73,13798083.64
1590516000,2020-05-26,18,8811.65,8827.65,8812.81,8801.44,1466.44,12925490.74
1590519600,2020-05-26,19,8812.81,8813.37,8794.28,8765.74,1632.59,14350321.93
1590523200,2020-05-26,20,8794.28,8880.08,8867.3,8794.22,1579.96,13978212.41
1590526800,2020-05-26,21,8867.3,8883.16,8847.35,8835.14,1025.24,9084646.71
1590530400,2020-05-26,22,8847.35,8850.32,8835.42,8807.14,926.37,8187107.06
1590534000,2020-05-26,23,8835.42,8858.65,8844.5,8821.44,754.5,6678789.45
1590537600,2020-05-27,0,8844.5,8895.55,8885.85,8838.33,1550.11,13755246.41
1590541200,2020-05-27,1,8885.85,8890.67,8854.28,8853.32,995.4,8832319.34
1590544800,2020-05-27,2,8854.28,8877.1,8823.7,8820.55,970.04,8589535.32
1590548400,2020-05-27,3,8823.7,8853.52,8834.21,8823.7,650.25,5758409.82
1590552000,2020-05-27,4,8834.21,8857.62,8857.62,8830.2,591.43,5232767.36
1590555600,2020-05-27,5,8857.62,8878.87,8877.36,8855.69,601.35,5339374.8
1590559200,2020-05-27,6,8877.36,8884.22,8844.13,8838.25,635.98,5632781.56
1590562800,2020-05-27,7,8844.13,8864.9,8846.76,8834.96,542.0,4804869.57
1590566400,2020-05-27,8,8846.76,8956.04,8931.52,8845.31,2557.18,22802368.44
1590570000,2020-05-27,9,8931.52,8938.52,8933.29,8913.49,997.35,8906411.85
1590573600,2020-05-27,10,8933.29,9166.2,9126.95,8927.98,6710.74,60951782.3
1590577200,2020-05-27,11,9126.95,9158.97,9150.73,9114.1,2423.21,22139476.68
1590580800,2020-05-27,12,9150.73,9190.24,9151.13,9138.07,3127.55,28673116.74
1590584400,2020-05-27,13,9151.13,9184.3,9150.19,9135.25,2571.01,23542302.97
1590588000,2020-05-27,14,9150.19,9170.91,9155.39,9125.2,1604.72,14674517.26
1590591600,2020-05-27,15,9155.39,9222.3,9146.8,9130.5,3014.39,27632269.87
1590595200,2020-05-27,16,9146.8,9191.63,9172.37,9141.85,1483.69,13608287.27
1590598800,2020-05-27,17,9172.37,9214.9,9195.54,9169.2,1814.81,16683284.81
1590602400,2020-05-27,18,9195.54,9199.98,9170.46,9164.71,1169.76,10734278.93
1590606000,2020-05-27,19,9170.46,9172.56,9156.37,9141.77,1339.56,12258732.54
1590609600,2020-05-27,20,9156.37,9174.69,9164.19,9155.65,1099.51,10074723.79
1590613200,2020-05-27,21,9164.19,9164.9,9066.35,9062.64,2095.29,19071280.25
1590616800,2020-05-27,22,9066.35,9124.36,9097.54,9059.65,1216.0,11066015.34
1590620400,2020-05-27,23,9097.54,9204.62,9204.62,9093.38,2261.02,20710981.38
1590624000,2020-05-28,0,9204.62,9271.3,9271.21,9172.09,2586.65,23843212.49
1590627600,2020-05-28,1,9271.21,9278.04,9219.87,9219.87,2338.76,21607013.7
1590631200,2020-05-28,2,9219.87,9227.67,9201.25,9169.03,1294.41,11897883.67
1590634800,2020-05-28,3,9201.25,9202.01,9167.98,9157.3,798.18,7324999.93
1590638400,2020-05-28,4,9167.98,9197.65,9181.39,9140.6,1017.92,9337297.93
1590642000,2020-05-28,5,9181.39,9181.39,9165.41,9128.55,785.11,7187671.05
1590645600,2020-05-28,6,9165.41,9175.17,9164.05,9150.34,777.36,7118444.2
1590649200,2020-05-28,7,9164.05,9181.01,9145.54,9127.09,838.72,7671276.7
1590652800,2020-05-28,8,9145.54,9185.72,9184.94,9112.3,1179.24,10787684.85
1590656400,2020-05-28,9,9184.94,9202.67,9201.67,9177.44,1589.16,14598334.03
1590660000,2020-05-28,10,9201.67,9202.84,9163.5,9162.65,1467.1,13471195.95
1590663600,2020-05-28,11,9163.5,9278.07,9261.05,9156.31,3397.16,31371289.07
1590667200,2020-05-28,12,9261.05,9433.95,9425.9,9254.36,6491.91,60719182.12
1590670800,2020-05-28,13,9425.9,9448.74,9407.08,9383.03,3965.6,37279110.54
1590674400,2020-05-28,14,9407.08,9499.47,9467.88,9406.94,4884.93,46212782.12
1590678000,2020-05-28,15,9467.88,9509.35,9495.16,9443.4,3008.91,28521500.24
1590681600,2020-05-28,16,9495.16,9527.63,9451.25,9443.82,3565.96,33798499.61
1590685200,2020-05-28,17,9451.25,9473.97,9467.43,9450.07,1678.68,15878765.04
1590688800,2020-05-28,18,9467.43,9474.89,9430.43,9430.41,1993.77,18844714.71
1590692400,2020-05-28,19,9430.43,9476.44,9455.63,9413.0,1854.82,17518339.95
1590696000,2020-05-28,20,9455.63,9459.48,9447.53,9424.4,1748.68,16501103.2
1590699600,2020-05-28,21,9447.53,9479.1,9437.5,9417.67,1928.46,18207652.7
1590703200,2020-05-28,22,9437.5,9545.93,9487.86,9437.5,2821.23,26799772.44
1590706800,2020-05-28,23,9487.86,9619.34,9579.71,9486.81,4612.9,44115717.86
1590710400,2020-05-29,0,9579.71,9601.43,9513.71,9504.07,4015.3,38347167.53
1590714000,2020-05-29,1,9513.71,9534.45,9511.14,9469.2,1920.2,18226942.58
1590717600,2020-05-29,2,9511.14,9533.43,9505.36,9492.82,1037.83,9868341.33
1590721200,2020-05-29,3,9505.36,9531.17,9520.11,9491.49,1079.87,10262251.86
1590724800,2020-05-29,4,9520.11,9532.52,9494.89,9492.38,955.21,9078736.37
1590728400,2020-05-29,5,9494.89,9527.45,9515.62,9472.44,884.63,8403226.2
1590732000,2020-05-29,6,9515.62,9545.79,9512.08,9503.76,1083.74,10314216.84
1590735600,2020-05-29,7,9512.08,9533.8,9518.47,9503.95,1167.67,11112623.16
1590739200,2020-05-29,8,9518.47,9586.9,9448.21,9429.22,4202.03,39871908.41
1590742800,2020-05-29,9,9448.21,9472.79,9449.84,9439.52,1665.59,15754710.76
1590746400,2020-05-29,10,9449.84,9467.49,9359.34,9357.2,3100.05,29155014.43
1590750000,2020-05-29,11,9359.34,9410.65,9397.18,9345.35,2119.28,19890725.59
1590753600,2020-05-29,12,9397.18,9446.64,9396.92,9373.59,1843.42,17353743.97
1590757200,2020-05-29,13,9396.92,9438.18,9433.77,9384.37,1704.98,16053106.64
1590760800,2020-05-29,14,9433.77,9469.04,9441.61,9422.77,2082.61,19664078.95
1590764400,2020-05-29,15,9441.61,9444.53,9401.44,9344.8,2378.89,22324104.17
1590768000,2020-05-29,16,9401.44,9442.24,9428.25,9393.8,1397.17,13166208.81
1590771600,2020-05-29,17,9428.25,9448.69,9424.18,9413.54,1558.24,14693519.74
1590775200,2020-05-29,18,9424.18,9436.06,9431.23,9398.67,1482.89,13957175.02
1590778800,2020-05-29,19,9431.23,9431.76,9400.61,9393.3,1114.88,10487984.49
1590782400,2020-05-29,20,9400.61,9423.38,9418.23,9386.96,949.13,8929758.4
1590786000,2020-05-29,21,9418.23,9418.89,9392.19,9374.88,761.6,7154950.29
1590789600,2020-05-29,22,9392.19,9430.97,9427.24,9375.12,871.71,8200810.44
1590793200,2020-05-29,23,9427.24,9442.27,9424.62,9417.27,806.41,7604360.17
1590796800,2020-05-30,0,9424.62,9426.65,9372.55,9361.51,775.09,7273444.22
1590800400,2020-05-30,1,9372.55,9388.71,9373.74,9359.04,1067.39,9997790.74
1590804000,2020-05-30,2,9373.74,9382.47,9376.83,9363.93,524.6,4913223.96
1590807600,2020-05-30,3,9376.83,9385.01,9385.01,9340.45,545.5,5101717.71
1590811200,2020-05-30,4,9385.01,9539.27,9505.7,9385.01,1710.26,16220268.01
1590814800,2020-05-30,5,9505.7,9539.74,9539.74,9505.35,840.1,7999107.51
1590818400,2020-05-30,6,9539.74,9579.77,9547.26,9539.74,1296.55,12393836.37
1590822000,2020-05-30,7,9547.26,9553.25,9528.62,9522.75,555.38,5292402.02
1590825600,2020-05-30,8,9528.62,9552.54,9524.73,9524.26,484.52,4614993.94
1590829200,2020-05-30,9,9524.73,9531.09,9495.41,9477.55,823.47,7816269.91
1590832800,2020-05-30,10,9495.41,9525.67,9523.16,9491.23,342.51,3251109.19
1590836400,2020-05-30,11,9523.16,9577.19,9547.58,9522.91,720.08,6879767.0
1590840000,2020-05-30,12,9547.58,9550.85,9544.39,9514.01,511.25,4873638.15
1590843600,2020-05-30,13,9544.39,9563.19,9561.99,9526.81,738.98,7053948.94
1590847200,2020-05-30,14,9561.99,9568.95,9546.55,9541.64,628.84,6010744.71
1590850800,2020-05-30,15,9546.55,9547.77,9535.94,9503.71,882.07,8395095.07
1590854400,2020-05-30,16,9535.94,9548.69,9542.88,9519.29,611.72,5835171.23
1590858000,2020-05-30,17,9542.88,9542.95,9523.76,9519.69,533.46,5083704.18
1590861600,2020-05-30,18,9523.76,9547.2,9533.43,9520.15,461.8,4402890.93
1590865200,2020-05-30,19,9533.43,9541.98,9539.62,9519.47,299.85,2857533.4
1590868800,2020-05-30,20,9539.62,9541.01,9440.47,9408.31,1839.94,17397568.42
1590872400,2020-05-30,21,9440.47,9484.55,9482.81,9436.54,877.79,8295255.03
1590876000,2020-05-30,22,9482.81,9723.95,9719.43,9472.06,5403.04,52094283.33
1590879600,2020-05-30,23,9719.43,9735.73,9699.78,9657.17,2166.08,20996053.48
1590883200,2020-05-31,0,9699.78,9703.51,9659.58,9641.67,1262.09,12198157.88
1590886800,2020-05-31,1,9659.58,9675.47,9655.75,9640.47,590.54,5703703.34
1590890400,2020-05-31,2,9655.75,9657.56,9642.65,9620.43,654.66,6306708.01
1590894000,2020-05-31,3,9642.65,9653.88,9586.92,9565.01,1525.89,14670256.91
1590897600,2020-05-31,4,9586.92,9599.51,9559.45,9528.72,1362.74,13026132.56
1590901200,2020-05-31,5,9559.45,9607.74,9565.7,9555.2,866.05,8299230.85
1590904800,2020-05-31,6,9565.7,9577.73,9548.38,9548.23,752.15,7189777.08
1590908400,2020-05-31,7,9548.38,9584.52,9564.27,9524.35,597.62,5712221.97
1590912000,2020-05-31,8,9564.27,9577.9,9538.73,9531.12,356.64,3406791.62
1590915600,2020-05-31,9,9538.73,9563.62,9563.58,9503.11,675.04,6435941.58
1590919200,2020-05-31,10,9563.58,9598.6,9597.2,9550.0,610.01,5841780.67
1590922800,2020-05-31,11,9597.2,9597.84,9589.9,9569.47,625.22,5990701.45
1590926400,2020-05-31,12,9589.9,9634.4,9577.48,9560.67,1253.68,12029180.13
1590930000,2020-05-31,13,9577.48,9587.63,9556.91,9528.38,881.06,8421736.88
1590933600,2020-05-31,14,9556.91,9556.91,9475.93,9475.91,1300.95,12380225.25
1590937200,2020-05-31,15,9475.93,9496.99,9481.74,9449.3,1124.51,10647307.25
1590940800,2020-05-31,16,9481.74,9530.11,9524.32,9465.42,1111.08,10561094.33
1590944400,2020-05-31,17,9524.32,9529.19,9508.63,9501.27,634.44,6036171.31
1590948000,2020-05-31,18,9508.63,9508.63,9492.53,9466.04,577.51,5478462.85
1590951600,2020-05-31,19,9492.53,9526.44,9514.61,9483.49,414.03,3937162.33
